participant_id,implicit_threshold,n_trials,reason
c8754a61-bc03-4529-9096-0c814b4c2208,,6,insufficient
c9f3dcfb-b193-44aa-ae6b-46505288e988,0.0,6,ok
cc3443b6-ef48-4025-a108-740b2c015d97,0.3099995151455469,6,ok
cc4207ea-70e8-42a9-963a-5257211b4fd4,0.4092558447681158,6,ok
d0e295ca-aa8c-4a85-93e1-e19144795ef2,0.6338248997834893,6,ok
d36bcc4d-049b-4dda-aa82-04210e3c4cbf,0.0,6,ok
d65b4891-8184-47b2-947f-e3dd11fde976,0.3033225884682373,6,ok
de2582fd-bf65-4120-9217-7e0fb9b4a148,1.0,6,ok
de297195-d743-48e0-a0f3-eb7e37e3da4d,0.33282819212724807,6,ok
df6fab4a-12b4-46af-b550-de3103bc2a4a,1.0,6,ok
dfdeb76c-2eb0-4cbe-8bf0-144a1cec2009,0.21494208394272166,6,ok
e0d97759-24c9-4f5a-8425-6b1454de0a76,0.0,6,ok
e0dbbb79-a1d0-46a9-97bc-f547fda2028f,0.40118610333176746,6,ok
e28bef67-b5d5-4f87-a389-60c9790fa0e7,0.2666584880181495,6,ok
e7381441-4d44-42e3-a0e6-2a97b01f3c79,0.0,6,ok
ed1af710-a678-4f0d-8539-be191c4c41ec,1.0,6,ok
ef6083e2-0763-48b6-b0de-b04248aff1c0,0.0,6,ok
efe20e86-c466-492a-9b82-d8f23133587c,0.0,6,ok
f70d971f-8983-4abd-8e81-a41c85e34b4d,0.0,6,ok
f964d3a2-1833-477c-b0a2-a4fe81c2fb0c,1.0,6,ok
